,Unnamed: 0,excel,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
2564,2564,2564,1.25e+18,1.25e+18,1587750000000.0,24-04-2020 23:23,530,,"#Goa #Manipur #Tripura and #ArunachalPradesh is #coronavirus free now..

#IndoreDefeatsCorona
#IndiaFightsCorona","['#goa', '#manipur', '#tripura', '#arunachalpradesh', '#coronavirus', '#indoredefeatscorona', '#indiafightscorona']",[],1.21e+18,1.21e+18,AbhishekDubeydb,Abhishek Dubey,5,23,https://twitter.com/AbhishekDubeydb/status/1253743780152270848,False,9,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1208757180662349831', 'username': 'AbhishekDubeydb'}]",,,,,goa   manipur   tripura   arunachalpradesh   coronaviru   free   indoredefeatscorona   indiafightscorona  ,1
2621,2621,2621,1.25e+18,1.25e+18,1587750000000.0,24-04-2020 23:15,530,,"#IndiaFightsCorona 
Day 31 Lockdown 

Today we have Miss Nimita Jain as our Star Kid. She is reciting a peom describing current scenario and her positivism that we will come out of it soon ..

For participating in the campaign, send your entries via WhatsApp at 91 9868752007.  pic.twitter.com/KvlwxPURAk",['#indiafightscorona'],[],1089852613.0,1089852613.0,taxpointdelhi,TAXPOINT,5,23,https://twitter.com/taxpointdelhi/status/1253741859018608643,False,2,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1089852613', 'username': 'taxpointdelhi'}]",,,,,indiafightscorona   day   lockdown   today   miss   nimita   jain   star   kid   recit   peom   describ   current   scenario   positiv   come   soon   particip   campaign   send   entri   via   whatsapp  ,1
2709,2709,2709,1.25e+18,1.25e+18,1587840000000.0,25-04-2020 23:52,530,,"In the era of 2020 
Whole world is fighting with #corona...
And Indian are busy to fighting with each other that what is best
#jhatka or #Halal
#IndiaFightsCoronavirus  ?","['#corona', '#jhatka', '#halal', '#indiafightscoronavirus']",[],8.18e+17,8.18e+17,devashishhsingh,Devashish singh,6,23,https://twitter.com/devashishhsingh/status/1254113612089552902,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '818482852081860608', 'username': 'devashishhsingh'}]",,,,,era   whole   world   fight   corona   indian   busi   fight   best   jhatka   halal   indiafightscoronaviru  ,-1
2743,2743,2743,1.25e+18,1.25e+18,1587840000000.0,25-04-2020 23:45,530,,Let's understand how new Scientific Innovation is helping India in combating #Covid_19 #IndiaFightsCorona pic.twitter.com/IMxGselZzl,"['#covid_19', '#indiafightscorona']",[],1.14e+18,1.14e+18,AirRohtak,AIR Rohtak,6,23,https://twitter.com/AirRohtak/status/1254111703194689537,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1135491428690251776', 'username': 'AirRohtak'}]",,,,,let   understand   new   scientif   innov   help   india   combat   covid   indiafightscorona  ,-1
2778,2778,2778,1.25e+18,1.25e+18,1587840000000.0,25-04-2020 23:37,530,,"You should stop doing politics in such critical situation. We all indians are fighting against #Corona so come together.

#IndiaFightsCorona","['#corona', '#indiafightscorona']",[],91286031.0,91286031.0,vishgoswamy,Vishal Goswamy ð®ð³,6,23,https://twitter.com/vishgoswamy/status/1254109693816893440,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '91286031', 'username': 'vishgoswamy'}, {'user_id': '1153045459', 'username': 'INCIndia'}]",,,,,stop   polit   critic   situat   indian   fight   corona   come   togeth   indiafightscorona  ,-1
2856,2856,2856,1.25e+18,1.25e+18,1587840000000.0,25-04-2020 23:22,530,,"India to fight corona IIT ROORKEE Proff invents software to detect corona infection via x-ray 
#covid19 #covid_19 #coronavirus #coronaindia #coronavirusindia #coronaeffectð· #corona #coronavirus #coronamemes #coronanews #iit #indiannews #indiafightscorona #WuhanCoronaVirus pic.twitter.com/Uw3u3YKMJa","['#covid19', '#covid_19', '#coronavirus', '#coronaindia', '#coronavirusindia', '#coronaeffect', '#corona', '#coronavirus', '#coronamemes', '#coronanews', '#iit', '#indiannews', '#indiafightscorona', '#wuhancoronavirus']",[],111578444.0,111578444.0,siba070,SIBASIS_SWAIN,6,23,https://twitter.com/siba070/status/1254106140331307008,False,4,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '111578444', 'username': 'siba070'}]",,,,,india   fight   corona   iit   roorke   proff   invent   softwar   detect   corona   infect   via   x   ray   covid   covid   coronaviru   coronaindia   coronavirusindia   coronaeffect   corona   coronaviru   coronamem   coronanew   iit   indiannew   indiafightscorona   wuhancoronaviru  ,-1
2927,2927,2927,1.25e+18,1.25e+18,1587840000000.0,25-04-2020 23:09,530,,Current situation in Lockdown #lockdown2020 #kcr #ktr #coronaindia #indiafightscorona #indianpolitics @ Telangana  https://www.instagram.com/p/B_aZzuWDiCD/?igshid=mksmwzlyp4bwÂ â¦,"['#lockdown2020', '#kcr', '#ktr', '#coronaindia', '#indiafightscorona', '#indianpolitics']",[],2800293564.0,2800293564.0,DrChandrapharmd,Dr.Chandrashekar Pharm.D,6,23,https://twitter.com/DrChandrapharmd/status/1254102852789833731,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2800293564', 'username': 'DrChandrapharmd'}]",,,,,current   situat   lockdown   lockdown   kcr   ktr   coronaindia   indiafightscorona   indianpolit   telangana  ,1
2930,2930,2930,1.25e+18,1.25e+18,1587840000000.0,25-04-2020 23:09,530,,"Ramadan Quarantine workout plan | Brutal Shoulder Workout No Equipment | Episode 2  https://youtu.be/LtS8nuQ0kJMÂ 
#IndiaFightsCorona #Ramadan #Quarantine #workout #fitnessmotivation #AllInThisTogether #StayActive #fasting #towelworkout","['#indiafightscorona', '#ramadan', '#quarantine', '#workout', '#fitnessmotivation', '#allinthistogether', '#stayactive', '#fasting', '#towelworkout']",[],159425530.0,159425530.0,Abrar_teli,Mohammed Abrar Teli,6,23,https://twitter.com/Abrar_teli/status/1254102774674976768,False,2,2,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '159425530', 'username': 'Abrar_teli'}]",,,,,ramadan   quarantin   workout   plan   brutal   shoulder   workout   equip   episod   indiafightscorona   ramadan   quarantin   workout   fitnessmotiv   allinthistogeth   stayact   fast   towelworkout  ,1
3038,3038,3038,1.25e+18,1.25e+18,1587840000000.0,25-04-2020 22:49,530,,"#IndiaFightsCorona""People in their 30s and 40s with COVID-19 are dying of strokes, Washington Post reports""   https://twitter.com/i/events/1254066121923194882Â â¦",['#indiafightscorona'],[],104868081.0,104868081.0,Vijenderjain,Vijender Jain,6,22,https://twitter.com/Vijenderjain/status/1254097608382922752,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '104868081', 'username': 'Vijenderjain'}]",,,,,indiafightscorona   peopl   covid   die   stroke   washington   post   report  ,-1
3120,3120,3120,1.25e+18,1.25e+18,1587930000000.0,26-04-2020 23:49,530,,"Stay Strong. Things Will Get Better!â¤ï¸
#lockdown #StaySafeStayHome #IndiaFightsCorona #Covid_19india","['#lockdown', '#staysafestayhome', '#indiafightscorona', '#covid_19india']",[],495681230.0,495681230.0,itsRRD,#CoRonaWaRrior RaJat R. DwiVedi,7,23,https://twitter.com/itsRRD/status/1254475094132285441,False,1,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '495681230', 'username': 'itsRRD'}]",,,,,stay   strong   thing   get   better   lockdown   staysafestayhom   indiafightscorona   covid   india  ,1
3156,3156,3156,1.25e+18,1.25e+18,1587920000000.0,26-04-2020 23:42,530,Meerut City,"ð BIMT Corona Warriors ð

"" Cover your face with hands while sneezing and use alcohol based Sanitiser frequently ""

#BIMTFightsCorona
#IndiaFightsCorona pic.twitter.com/LoEwXzvteI â at Meerut City","['#bimtfightscorona', '#indiafightscorona']",[],1.25e+18,1.25e+18,SUMIT54376484,SUMIT,7,23,https://twitter.com/SUMIT54376484/status/1254473540629389313,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1249663995029553153', 'username': 'SUMIT54376484'}]",,,,,bimt   corona   warrior   cover   face   hand   sneez   use   alcohol   base   sanitis   frequent   bimtfightscorona   indiafightscorona   meerut   citi  ,1
3164,3164,3164,1.25e+18,1.25e+18,1587920000000.0,26-04-2020 23:41,530,,"Lockdown special Homemade CHOLE BHATOORE
#IndiaFightsCorona #StayHome pic.twitter.com/z2EejpzeAw","['#indiafightscorona', '#stayhome']",[],968537694.0,968537694.0,tejvir_sing,tejvir singh,7,23,https://twitter.com/tejvir_sing/status/1254473289704980480,False,3,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '968537694', 'username': 'tejvir_sing'}]",,,,,lockdown   special   homemad   chole   bhatoor   indiafightscorona   stayhom  ,1
3264,3264,3264,1.25e+18,1.25e+18,1587920000000.0,26-04-2020 23:20,530,,"Food Distribution at Gyan Khand 2 area, Indirapuram,  Ghaziabad...
More the volunteer strength more needy people we can reach...
#Help_Them #Covid_19 #JoinUs #IndiaFightsCoronavirus @dm_ghaziabad @akshaykumar @myogiadityanath @ChiefSecyUP #SaveTheChildren pic.twitter.com/I5o2ZmTFYF","['#help_them', '#covid_19', '#joinus', '#indiafightscoronavirus', '#savethechildren']",[],8.05e+17,8.05e+17,NirbhedNGO,NIRBHED FOUNDATION,7,23,https://twitter.com/NirbhedNGO/status/1254467962800467968,False,13,0,8,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '804535031406493697', 'username': 'NirbhedNGO'}, {'user_id': '760158046177923072', 'username': 'dm_ghaziabad'}, {'user_id': '31348594', 'username': 'akshaykumar'}, {'user_id': '3437532637', 'username': 'myogiadityanath'}, {'user_id': '2587265450', 'username': 'ChiefSecyUP'}]",,,,,food   distribut   gyan   khand   area   indirapuram   ghaziabad   volunt   strength   needi   peopl   reach   help   covid   joinu   indiafightscoronaviru   savethechildren  ,1
3281,3281,3281,1.25e+18,1.25e+18,1587920000000.0,26-04-2020 23:17,530,,"Hope Mostly will release on may8th with exemptions

#Telangana #TelanganaFightsCorona #coronavirus #IndiaFightsCorona #Covid_19india #CoronavirusIndia #QuarantineLife #RamadanMubarak pic.twitter.com/mhsu1OM1Tv","['#telangana', '#telanganafightscorona', '#coronavirus', '#indiafightscorona', '#covid_19india', '#coronavirusindia', '#quarantinelife', '#ramadanmubarak']",[],1553788753.0,1553788753.0,Siddhucheetah,Siddhucheetah,7,23,https://twitter.com/Siddhucheetah/status/1254467057896181763,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1553788753', 'username': 'Siddhucheetah'}]",,,,,hope   mostli   releas   mayth   exempt   telangana   telanganafightscorona   coronaviru   indiafightscorona   covid   india   coronavirusindia   quarantinelif   ramadanmubarak  ,-1
3341,3341,3341,1.25e+18,1.25e+18,1587920000000.0,26-04-2020 23:02,530,,"Migrant workers don't need to travel to their native places during lockdown; daily needs of them, their families being taken care of: Centre tells Supreme Court in status report #COVID2019india #IndiaFightsCoronavirus","['#covid2019india', '#indiafightscoronavirus']",[],323682973.0,323682973.0,JainManish123,Manish Jain,7,23,https://twitter.com/JainManish123/status/1254463496307085314,False,4,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '323682973', 'username': 'JainManish123'}]",,,,,migrant   worker   need   travel   nativ   place   lockdown   daili   need   famili   taken   care   centr   tell   suprem   court   statu   report   covidindia   indiafightscoronaviru  ,1
3460,3460,3460,1.25e+18,1.25e+18,1588010000000.0,27-04-2020 23:41,530,,"For sure, together we will defeat COVID 19..
 See at 19.17 in below link
 https://youtu.be/XyxNxImdUM4Â 
@vnehra
@svphospital
@CMOGuj
@PMOIndia
@narendramodi
@DrOM_Machra
@ndtv
@aajtak
@ZeeNews
@ABPNews
#IndiaFightsCorona
#GujaratFightsCorona
#AmdavadFightsCorona https://twitter.com/AkashvaniAIR/status/1254822692001218562Â â¦","['#indiafightscorona', '#gujaratfightscorona', '#amdavadfightscorona']",[],64993813.0,64993813.0,s_valay,Shah Valay,1,23,https://twitter.com/s_valay/status/1254835667064041472,False,1,0,0,https://twitter.com/AkashvaniAIR/status/1254822692001218562,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '64993813', 'username': 's_valay'}, {'user_id': '277846715', 'username': 'vnehra'}, {'user_id': '1076119115536883713', 'username': 'svphospital'}, {'user_id': '765535468104585217', 'username': 'CMOGuj'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '880813668513927168', 'username': 'DrOM_Machra'}, {'user_id': '37034483', 'username': 'ndtv'}, {'user_id': '42606652', 'username': 'aajtak'}, {'user_id': '461841349', 'username': 'ZeeNews'}, {'user_id': '39240673', 'username': 'ABPNews'}]",,,,,sure   togeth   defeat   covid   see   link   indiafightscorona   gujaratfightscorona   amdavadfightscorona  ,1
3680,3680,3680,1.25e+18,1.25e+18,1588010000000.0,27-04-2020 22:59,530,ITWebsters,"4 out of 10 CM ask for extension of lockdown 1) Maharashtra 2)Gujarat 3)Rajasthan 4)Delhi.
Gujarat and Maharastra can be extend till 15 and 22 May.  Please #StayHomeStaySafe #followrules #IndiaFightsCorona â at ITWebsters","['#stayhomestaysafe', '#followrules', '#indiafightscorona']",[],7.65e+17,7.65e+17,shubh_0183,Shubham Patil,1,22,https://twitter.com/shubh_0183/status/1254824912893730819,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '764702924563972096', 'username': 'shubh_0183'}]",,,,,cm   ask   extens   lockdown   maharashtra   gujarat   rajasthan   delhi   gujarat   maharastra   extend   till   may   pleas   stayhomestaysaf   followrul   indiafightscorona   itwebst  ,1
3695,3695,3695,1.25e+18,1.25e+18,1588010000000.0,27-04-2020 22:56,530,,Only 6 days are left to start Lockdown 3.0 ð #StayHomeStaySafe #IndiaFightsCorona #Lockdown3,"['#stayhomestaysafe', '#indiafightscorona', '#lockdown3']",[],3700104132.0,3700104132.0,gadlani_nilesh,Nilesh Manoj Gadlani,1,22,https://twitter.com/gadlani_nilesh/status/1254824250122305537,False,7,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '3700104132', 'username': 'gadlani_nilesh'}]",,,,,day   left   start   lockdown   stayhomestaysaf   indiafightscorona   lockdown  ,1
3746,3746,3746,1.25e+18,1.25e+18,1588010000000.0,27-04-2020 22:47,530,,Lifeline UDAN is spearheading the fight against the COVID-19 pandemic. #IndiaFightsCorona pic.twitter.com/PomQyuWN0P,['#indiafightscorona'],[],1.25e+18,1.25e+18,ManojGo33284972,Manoj Gowda,1,22,https://twitter.com/ManojGo33284972/status/1254822045097111558,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1245733912799666176', 'username': 'ManojGo33284972'}]",,,,,lifelin   udan   spearhead   fight   covid   pandem   indiafightscorona  ,-1
3832,3832,3832,1.26e+18,1.26e+18,1588100000000.0,28-04-2020 23:56,530,,"Yet another huge spike in number of reported cases of Covid 19. Total cases crosses 30,000. #lockdown #COVIDã¼19 #COVID19 #CoronaWarriors #CoronavirusOutbreakindia #IndiaFightsCoronavirus pic.twitter.com/gbDfsh8Ito","['#lockdown', '#covidã¼19', '#covid19', '#coronawarriors', '#coronavirusoutbreakindia', '#indiafightscoronavirus']",[],96587038.0,96587038.0,doctorhitesh,Durbeen Doctor,2,23,https://twitter.com/doctorhitesh/status/1255201751541653511,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '96587038', 'username': 'doctorhitesh'}]",,,,,yet   anoth   huge   spike   number   report   case   covid   total   case   cross   lockdown   covid   covid   coronawarrior   coronavirusoutbreakindia   indiafightscoronaviru  ,-1
3860,3860,3860,1.26e+18,1.26e+18,1588100000000.0,28-04-2020 23:51,530,,"Yes sir But many people are stuck including my wife$ son.request you to please think about him.
#IndiaFightsCorona
The Modi Govtâs efforts have yielded results as the country has managed to save thousands of lives in the past one and a half months due to lockdown.#Narendermodi","['#indiafightscorona', '#narendermodi']",[],1.24e+18,1.24e+18,Panchalkrunalb,Krunal Panchal,2,23,https://twitter.com/Panchalkrunalb/status/1255200578172416000,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1241786728483917825', 'username': 'Panchalkrunalb'}]",,,,,ye   sir   mani   peopl   stuck   includ   wife   son   request   pleas   think   indiafightscorona   modi   govt   effort   yield   result   countri   manag   save   thousand   life   past   one   half   month   due   lockdown   narendermodi  ,1
3923,3923,3923,1.26e+18,1.26e+18,1588100000000.0,28-04-2020 23:33,530,Vijaynagar Metro Station,"Stay Home With Your Family ð
#covid_19 #covid #coronavirus #corona #worldcovid19 #covid2019 #indiafightscorona #quarantinelife #lifewithcoronavirus2020 #coronatime #viruscoronavirus #coronavirusindiað· pic.twitter.com/s9FuJBUwrt â at Vijaynagar Metro Station","['#covid_19', '#covid', '#coronavirus', '#corona', '#worldcovid19', '#covid2019', '#indiafightscorona', '#quarantinelife', '#lifewithcoronavirus2020', '#coronatime', '#viruscoronavirus', '#coronavirusindia']",[],8.22e+17,8.22e+17,AravindJP6,Aravind J P,2,23,https://twitter.com/AravindJP6/status/1255195891843035138,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '822386532019376128', 'username': 'AravindJP6'}]",,,,,stay   home   famili   covid   covid   coronaviru   corona   worldcovid   covid   indiafightscorona   quarantinelif   lifewithcoronaviru   coronatim   viruscoronaviru   coronavirusindia   vijaynagar   metro   station  ,-1
4022,4022,4022,1.26e+18,1.26e+18,1588100000000.0,28-04-2020 23:12,530,,"28 April 2020. #Maharashtra recorded 729 cases. Taking total to 9000+ More #tests more #cases 
.
.
#Covid_19india
#maharashtralockdown
#IndiaFightsCorona","['#maharashtra', '#tests', '#cases', '#covid_19india', '#maharashtralockdown', '#indiafightscorona']",[],4849323423.0,4849323423.0,DrSubhasree,Subhashree Ray,2,23,https://twitter.com/DrSubhasree/status/1255190624573284352,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '4849323423', 'username': 'DrSubhasree'}]",,,,,april   maharashtra   record   case   take   total   test   case   covid   india   maharashtralockdown   indiafightscorona  ,1
4096,4096,4096,1.26e+18,1.26e+18,1588090000000.0,28-04-2020 22:59,530,,"If there are negativity there are positivity goes alongside always. Happy to see 19 COVID-19 positive cases recovered from Kashmir and 12 recovered from Jammu. We will win this battle for so sure
#IndiaFightsCorona
#IndiaFightsCoronavirus
#JammuAndKashmir
#Covid19India
#StayHome pic.twitter.com/pEb7vrVZqw","['#indiafightscorona', '#indiafightscoronavirus', '#jammuandkashmir', '#covid19india', '#stayhome']",[],114723071.0,114723071.0,DrSunil_Saliada,Dr. Sunil Kumar. ð®ð³ à¤¡à¥. à¤¸à¥à¤¨à¥à¤² à¤à¥à¤®à¤¾à¤°,2,22,https://twitter.com/DrSunil_Saliada/status/1255187289338187776,False,1,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '114723071', 'username': 'DrSunil_Saliada'}]",,,,,neg   posit   go   alongsid   alway   happi   see   covid   posit   case   recov   kashmir   recov   jammu   win   battl   sure   indiafightscorona   indiafightscoronaviru   jammuandkashmir   covidindia   stayhom  ,1
4152,4152,4152,1.26e+18,1.26e+18,1588090000000.0,28-04-2020 22:48,530,,Government is gearing up its efforts to fight against the #COVID-19 pandemic. #IndiaFightsCorona https://www.mygov.in/covid-19/Â ,"['#covid', '#indiafightscorona']",[],8.33e+17,8.33e+17,VasaveNaresh,chowkidar naresh vasave,2,22,https://twitter.com/VasaveNaresh/status/1255184614219321344,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '833042899650568192', 'username': 'VasaveNaresh'}]",,,,,govern   gear   effort   fight   covid   pandem   indiafightscorona  ,1
4185,4185,4185,1.26e+18,1.26e+18,1588090000000.0,28-04-2020 22:42,530,,Below is the graph mentioning the states where Recovery noâs actually surpasses the Total reported cases of Covid-19. @odishadiary @OdishaTimeline @BBSRBuzz @News18Odia @kanak_news @otvnews #IndiaFightsCorona #IndiaJeetegaCoronaHarega pic.twitter.com/2tyzLePjAG,"['#indiafightscorona', '#indiajeetegacoronaharega']",[],1.25e+18,1.25e+18,lokipalauri,Loknath Palauri ð®ð³,2,22,https://twitter.com/lokipalauri/status/1255183022355288065,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1252124534032855043', 'username': 'lokipalauri'}, {'user_id': '102428464', 'username': 'odishadiary'}, {'user_id': '1245057769125736460', 'username': 'OdishaTimeline'}, {'user_id': '894630420', 'username': 'BBSRBuzz'}, {'user_id': '761150831584575488', 'username': 'News18Odia'}, {'user_id': '258677084', 'username': 'kanak_news'}, {'user_id': '438152067', 'username': 'otvnews'}]",,,,,graph   mention   state   recoveri   actual   surpass   total   report   case   covid   indiafightscorona   indiajeetegacoronaharega  ,1
4243,4243,4243,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 23:59,530,,"Attended a vibrant discussion by @spmrfoundation on #IndiaFightsCorona & Understanding Situation in West Bengalâ moderated by Sh. @anirbanganguly ji with other delegates & MP Sh. @swapan55 dada. 

Pointing how Bengal failed to maintain #Lockdown & effective administration.  pic.twitter.com/WNHOhzJB0q","['#indiafightscorona', '#lockdown']",[],1338975493.0,1338975493.0,apsinghvisen,Dr. Abhishek Pratap Singh,3,23,https://twitter.com/apsinghvisen/status/1255564850790453248,False,3,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1338975493', 'username': 'apsinghvisen'}, {'user_id': '2886103813', 'username': 'spmrfoundation'}, {'user_id': '103293847', 'username': 'anirbanganguly'}, {'user_id': '21551205', 'username': 'swapan55'}]",,,,,attend   vibrant   discuss   indiafightscorona   understand   situat   west   bengal   moder   sh   ji   deleg   mp   sh   dada   point   bengal   fail   maintain   lockdown   effect   administr  ,-1
4278,4278,4278,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 23:47,530,,"You need balls to say Free America Now when 1Million are battling with the disease and 60K have died. What did you smoke today @elonmusk ??
I used to hear, ""life"" has more value in US vs India, well....we got to know now. #IndiaFightsCorona #FreeAmericaNow #Freedom #coronavirus  https://twitter.com/elonmusk/status/1255380013488189440Â â¦","['#indiafightscorona', '#freeamericanow', '#freedom', '#coronavirus']",[],97349888.0,97349888.0,EnoughIndia,Enough!,3,23,https://twitter.com/EnoughIndia/status/1255561792442564608,False,0,0,0,https://twitter.com/elonmusk/status/1255380013488189440,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '97349888', 'username': 'EnoughIndia'}, {'user_id': '44196397', 'username': 'elonmusk'}]",,,,,need   ball   say   free   america   million   battl   diseas   k   die   smoke   today   use   hear   life   valu   u   v   india   well   got   know   indiafightscorona   freeamericanow   freedom   coronaviru  ,1
4341,4341,4341,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 23:30,530,,Follow these simple steps and donate money to the PM-CARES fund directly from UMANG app. Be a #CoronaWarrior and donate to help people with any kind of emergency or distress situation posed by the COVID-19 pandemic. #IndiaFightsCorona pic.twitter.com/e0G9r5xQgU,"['#coronawarrior', '#indiafightscorona']",[],9.24e+17,9.24e+17,jeewanmehra07,Jeewan mehra,3,23,https://twitter.com/jeewanmehra07/status/1255557480790319104,False,5,2,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '924224980002291713', 'username': 'jeewanmehra07'}]",,,,,follow   simpl   step   donat   money   pm   care   fund   directli   umang   app   coronawarrior   donat   help   peopl   kind   emerg   distress   situat   pose   covid   pandem   indiafightscorona  ,1
4397,4397,4397,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 23:17,530,,"129 Markaz patients being discharged from NCI Jhajjar, exclusive Covid hospital of AIIMS Delhi, after being cured of #COVID19 #IndiaFightsCoronavirus pic.twitter.com/oIv7tHBduN","['#covid19', '#indiafightscoronavirus']",[],3239785609.0,3239785609.0,AjayMohanAIIMS,Dr.Ajay Mohan,3,23,https://twitter.com/AjayMohanAIIMS/status/1255554204027940864,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '3239785609', 'username': 'AjayMohanAIIMS'}]",,,,,markaz   patient   discharg   nci   jhajjar   exclus   covid   hospit   aiim   delhi   cure   covid   indiafightscoronaviru  ,-1
